City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
242,Manokwari,ID,2021-02-15 03:27:07,-0.8667,134.0833,83.07,73,67,5.14
243,Norman Wells,CA,2021-02-15 03:27:07,65.282,-126.8329,-9.4,77,75,5.86
244,Chimbote,PE,2021-02-15 03:24:26,-9.0853,-78.5783,71.85,80,67,7.47
245,Chushan,CN,2021-02-15 03:27:08,33.2955,113.6528,45.66,55,100,10.25
246,Cherskiy,RU,2021-02-15 03:27:08,68.75,161.3,-4.67,90,92,2.42
247,Luganville,VU,2021-02-15 03:27:08,-15.5333,167.1667,85.01,73,48,4.74
248,Te Anau,NZ,2021-02-15 03:27:08,-45.4167,167.7167,66.51,55,6,5.59
249,Sharjah,AE,2021-02-15 03:27:09,25.3573,55.4033,57.2,100,90,5.75
250,Deputatskiy,RU,2021-02-15 03:27:09,69.3,139.9,-4.18,93,100,2.66
251,Geraldton,AU,2021-02-15 03:27:10,-28.7667,114.6,84.2,58,0,12.66
252,Pangani,TZ,2021-02-15 03:27:10,-5.4333,38.9667,76.33,85,25,12.8
253,Winnemucca,US,2021-02-15 03:27:10,40.973,-117.7357,37.4,65,90,8.05
254,Luanda,AO,2021-02-15 03:26:35,-8.8368,13.2343,78.8,78,75,6.91
255,Port Blair,IN,2021-02-15 03:27:11,11.6667,92.75,81.86,70,3,6.89
256,Snyder,US,2021-02-15 03:25:57,32.7179,-100.9176,6.8,72,40,19.04
257,Namatanai,PG,2021-02-15 03:23:07,-3.6667,152.4333,85.41,69,31,8.1
258,Port Lincoln,AU,2021-02-15 03:27:12,-34.7333,135.8667,70.77,62,1,9.4
259,Zarand,IR,2021-02-15 03:27:12,30.8127,56.564,44.51,49,0,3.98
260,Berlevag,NO,2021-02-15 03:27:12,70.8578,29.0864,24.17,93,84,6.22
261,Pacific Grove,US,2021-02-15 03:23:58,36.6177,-121.9166,54.0,71,90,5.75
262,Fethiye,TR,2021-02-15 03:27:13,36.6217,29.1164,55.4,94,75,6.91
263,Vila,PT,2021-02-15 03:27:13,42.0304,-8.1588,51.01,64,100,1.99
264,Alexandria,EG,2021-02-15 03:22:43,31.2156,29.9553,48.2,87,0,3.44
265,Buala,SB,2021-02-15 03:27:14,-8.145,159.5921,83.86,77,81,8.61
266,Katsuura,JP,2021-02-15 03:26:58,35.1333,140.3,62.6,94,75,20.71
267,Viedma,AR,2021-02-15 03:27:15,-40.8135,-62.9967,63.0,70,98,22.82
268,Husavik,IS,2021-02-15 03:27:15,66.0449,-17.3389,37.4,87,90,4.61
269,Puerto Madryn,AR,2021-02-15 03:26:40,-42.7692,-65.0385,59.13,59,15,18.37
270,Port Hardy,CA,2021-02-15 03:27:16,50.6996,-127.4199,41.0,81,90,25.32
271,Buena Vista,US,2021-02-15 03:27:16,43.4203,-83.8986,14.0,79,90,8.05
272,Mogadishu,SO,2021-02-15 03:25:24,2.0371,45.3438,75.96,83,57,16.11
273,Tottori,JP,2021-02-15 03:27:17,35.5,134.2333,53.6,94,75,11.5
274,Kuah,MY,2021-02-15 03:27:17,6.3265,99.8432,87.8,58,20,5.75
275,Khani,GE,2021-02-15 03:27:17,41.9563,42.9566,41.0,93,40,4.61
276,Sitka,US,2021-02-15 03:27:18,57.0531,-135.33,33.8,55,90,6.91
277,Itaberaba,BR,2021-02-15 03:27:18,-12.5275,-40.3069,69.26,90,83,3.38
278,Wanaka,NZ,2021-02-15 03:27:18,-44.7,169.15,70.18,47,85,3.58
279,Zimapan,MX,2021-02-15 03:27:18,20.75,-99.35,57.13,32,0,5.44
280,Emborion,GR,2021-02-15 03:27:19,40.4833,21.55,19.4,58,100,12.66
281,Tingi,TZ,2021-02-15 03:27:19,-11.3,35.0333,65.89,81,94,1.45
282,Chokurdakh,RU,2021-02-15 03:27:20,70.6333,147.9167,-7.49,91,100,11.72
283,Soluno-Dmitriyevskoye,RU,2021-02-15 03:27:20,44.4031,42.7278,24.01,93,90,8.95
284,Camargo,MX,2021-02-15 03:27:20,27.6667,-105.1667,52.07,53,100,12.77
285,Chuy,UY,2021-02-15 03:27:21,-33.6971,-53.4616,68.94,91,99,3.09
286,Coquimbo,CL,2021-02-15 03:27:21,-29.9533,-71.3436,60.8,88,90,10.36
287,Svetlogorsk,BY,2021-02-15 03:27:21,52.6333,29.7333,7.25,95,26,5.73
